step 0, batch loss 1.868, 0.01 iters/s
step 44434, batch loss 0.892, 1.74 iters/s
step 44435, batch loss 0.255, 1.75 iters/s
step 44436, batch loss 0.451, 1.74 iters/s
step 44437, batch loss 0.91, 1.74 iters/s
step 44438, batch loss 0.324, 1.74 iters/s
step 44439, batch loss 0.231, 1.74 iters/s
step 44440, batch loss 1.034, 1.74 iters/s
step 44441, batch loss 1.167, 1.74 iters/s
step 44442, batch loss 1.198, 1.75 iters/s
step 44443, batch loss 0.811, 1.74 iters/s
step 44444, batch loss 1.202, 1.74 iters/s
step 44445, batch loss 1.496, 1.74 iters/s
step 44446, batch loss 1.481, 1.74 iters/s
step 44447, batch loss 1.376, 1.74 iters/s
step 44448, batch loss 1.245, 1.74 iters/s
step 44449, batch loss 1.405, 1.74 iters/s
step 44450, batch loss 1.214, 1.74 iters/s
step 44451, batch loss 1.993, 1.74 iters/s
step 44452, batch loss 0.285, 1.74 iters/s
step 44453, batch loss 0.531, 1.74 iters/s
step 44454, batch loss 0.52, 1.74 iters/s
step 44455, batch loss 1.382, 1.74 iters/s
step 44456, batch loss 0.636, 1.74 iters/s
step 44457, batch loss 1.351, 1.74 iters/s
step 44458, batch loss 0.737, 1.74 iters/s
step 44459, batch loss 1.089, 1.74 iters/s
step 44460, batch loss 1.257, 1.74 iters/s
step 44461, batch loss 1.146, 1.74 iters/s
step 44462, batch loss 0.259, 1.74 iters/s
step 44463, batch loss 0.589, 1.74 iters/s
step 44464, batch loss 1.06, 1.74 iters/s
step 44465, batch loss 0.619, 1.74 iters/s
step 44466, batch loss 0.979, 1.74 iters/s
step 44467, batch loss 0.898, 1.74 iters/s
step 44468, batch loss 0.29, 1.74 iters/s
step 44469, batch loss 0.867, 1.74 iters/s
step 44470, batch loss 0.885, 1.74 iters/s
step 44471, batch loss 0.99, 1.74 iters/s
step 44472, batch loss 2.105, 1.74 iters/s
step 44473, batch loss 0.768, 1.74 iters/s
step 44474, batch loss 1.264, 1.74 iters/s
step 44475, batch loss 0.557, 1.74 iters/s
step 44476, batch loss 1.52, 1.74 iters/s
step 44477, batch loss 1.588, 1.74 iters/s
step 44478, batch loss 0.754, 1.75 iters/s
step 44479, batch loss 1.223, 1.74 iters/s
step 44480, batch loss 0.922, 1.74 iters/s
step 44481, batch loss 1.391, 1.74 iters/s
step 44482, batch loss 1.66, 1.74 iters/s
step 44483, batch loss 0.794, 1.74 iters/s
step 44484, batch loss 0.922, 1.74 iters/s
step 44485, batch loss 1.679, 1.74 iters/s
step 44486, batch loss 1.425, 1.74 iters/s
step 44487, batch loss 1.347, 1.74 iters/s
step 44488, batch loss 3.245, 1.74 iters/s
step 44489, batch loss 1.11, 1.74 iters/s
step 44490, batch loss 0.809, 1.74 iters/s
step 44491, batch loss 1.748, 1.74 iters/s
step 44492, batch loss 0.752, 1.74 iters/s
step 44493, batch loss 0.797, 1.74 iters/s
step 44494, batch loss 1.04, 1.74 iters/s
step 44495, batch loss 0.964, 1.74 iters/s
step 44496, batch loss 1.01, 1.74 iters/s
step 44497, batch loss 1.087, 1.74 iters/s
step 44498, batch loss 1.499, 1.74 iters/s
step 44499, batch loss 1.452, 1.74 iters/s
step 44500, batch loss 0.816, 1.74 iters/s
step 44501, batch loss 1.458, 1.74 iters/s
step 44502, batch loss 0.863, 1.75 iters/s
step 44503, batch loss 1.358, 1.74 iters/s
step 44504, batch loss 0.502, 1.74 iters/s
step 44505, batch loss 1.732, 1.74 iters/s
step 44506, batch loss 1.077, 1.74 iters/s
step 44507, batch loss 1.102, 1.74 iters/s
step 44508, batch loss 1.316, 1.74 iters/s
step 44509, batch loss 1.391, 1.74 iters/s
step 44510, batch loss 1.246, 1.73 iters/s
step 44511, batch loss 0.811, 1.74 iters/s
step 44512, batch loss 1.745, 1.74 iters/s
step 44513, batch loss 0.945, 1.74 iters/s
step 44514, batch loss 0.973, 1.74 iters/s
step 44515, batch loss 0.544, 1.74 iters/s
step 44516, batch loss 0.362, 1.74 iters/s
step 44517, batch loss 1.482, 1.74 iters/s
step 44518, batch loss 1.573, 1.74 iters/s
step 44519, batch loss 0.377, 1.74 iters/s
step 44520, batch loss 1.696, 1.74 iters/s
step 44521, batch loss 0.974, 1.75 iters/s
step 44522, batch loss 0.744, 1.74 iters/s
step 44523, batch loss 1.58, 1.75 iters/s
step 44524, batch loss 0.962, 1.74 iters/s
step 44525, batch loss 0.535, 1.74 iters/s
step 44526, batch loss 0.77, 1.74 iters/s
step 44527, batch loss 0.827, 1.74 iters/s
step 44528, batch loss 0.551, 1.74 iters/s
step 44529, batch loss 0.92, 1.74 iters/s
step 44530, batch loss 1.276, 1.74 iters/s
step 44531, batch loss 1.97, 1.74 iters/s
step 44532, batch loss 0.396, 1.75 iters/s
step 44533, batch loss 1.626, 1.74 iters/s
step 44534, batch loss 1.277, 1.75 iters/s
step 44535, batch loss 1.742, 1.74 iters/s
step 44536, batch loss 0.561, 1.74 iters/s
step 44537, batch loss 0.979, 1.74 iters/s
step 44538, batch loss 1.5, 1.74 iters/s
step 44539, batch loss 1.297, 1.74 iters/s
step 44540, batch loss 1.934, 1.74 iters/s
step 44541, batch loss 1.293, 1.74 iters/s
step 44542, batch loss 0.493, 1.74 iters/s
step 44543, batch loss 0.429, 1.74 iters/s
step 44544, batch loss 0.722, 1.74 iters/s
step 44545, batch loss 0.665, 1.74 iters/s
step 44546, batch loss 0.618, 1.74 iters/s
step 44547, batch loss 1.879, 1.74 iters/s
step 44548, batch loss 0.327, 1.74 iters/s
step 44549, batch loss 0.688, 1.74 iters/s
step 44550, batch loss 0.995, 1.74 iters/s
step 44551, batch loss 1.506, 1.74 iters/s
step 44552, batch loss 1.328, 1.74 iters/s
step 44553, batch loss 0.309, 1.74 iters/s
step 44554, batch loss 0.507, 1.74 iters/s
step 44555, batch loss 0.784, 1.74 iters/s
step 44556, batch loss 0.915, 1.74 iters/s
step 44557, batch loss 1.427, 1.74 iters/s
step 44558, batch loss 0.866, 1.74 iters/s
step 44559, batch loss 1.217, 1.74 iters/s
step 44560, batch loss 0.708, 1.74 iters/s
step 44561, batch loss 1.453, 1.74 iters/s
step 44562, batch loss 0.999, 1.74 iters/s
step 44563, batch loss 0.452, 1.74 iters/s
step 44564, batch loss 1.018, 1.74 iters/s
step 44565, batch loss 0.953, 1.74 iters/s
step 44566, batch loss 1.016, 1.74 iters/s
step 44567, batch loss 0.994, 1.74 iters/s
step 44568, batch loss 1.078, 1.74 iters/s
step 44569, batch loss 1.751, 1.74 iters/s
step 44570, batch loss 1.015, 1.74 iters/s
step 44571, batch loss 0.56, 1.74 iters/s
step 44572, batch loss 0.94, 1.74 iters/s
step 44573, batch loss 0.913, 1.74 iters/s
step 44574, batch loss 0.89, 1.75 iters/s
step 44575, batch loss 1.498, 1.74 iters/s
step 44576, batch loss 0.417, 1.74 iters/s
step 44577, batch loss 0.724, 1.74 iters/s
step 44578, batch loss 0.637, 1.74 iters/s
step 44579, batch loss 1.532, 1.74 iters/s
step 44580, batch loss 1.178, 1.74 iters/s
step 44581, batch loss 1.935, 1.74 iters/s
step 44582, batch loss 0.485, 1.74 iters/s
step 44583, batch loss 1.22, 1.74 iters/s
step 44584, batch loss 0.857, 1.74 iters/s
step 44585, batch loss 1.869, 1.74 iters/s
step 44586, batch loss 0.422, 1.74 iters/s
step 44587, batch loss 1.26, 1.74 iters/s
step 44588, batch loss 0.343, 1.74 iters/s
step 44589, batch loss 0.885, 1.74 iters/s
step 44590, batch loss 1.873, 1.74 iters/s
step 44591, batch loss 1.567, 1.74 iters/s
step 44592, batch loss 2.036, 1.74 iters/s
step 44593, batch loss 0.274, 1.74 iters/s
step 44594, batch loss 1.669, 1.74 iters/s
step 44595, batch loss 1.194, 1.75 iters/s
step 44596, batch loss 1.764, 1.74 iters/s
step 44597, batch loss 1.345, 1.74 iters/s
step 44598, batch loss 1.777, 1.73 iters/s
step 44599, batch loss 0.869, 1.74 iters/s
step 44600, batch loss 0.658, 1.74 iters/s
step 44601, batch loss 1.282, 1.75 iters/s
step 44602, batch loss 0.941, 1.74 iters/s
step 44603, batch loss 0.39, 1.74 iters/s
step 44604, batch loss 0.751, 1.74 iters/s
step 44605, batch loss 1.056, 1.74 iters/s
step 44606, batch loss 1.722, 1.74 iters/s
step 44607, batch loss 1.786, 1.74 iters/s
step 44608, batch loss 1.217, 1.74 iters/s
step 44609, batch loss 1.263, 1.74 iters/s
step 44610, batch loss 1.7, 1.74 iters/s
step 44611, batch loss 1.118, 1.74 iters/s
step 44612, batch loss 2.076, 1.74 iters/s
step 44613, batch loss 1.255, 1.74 iters/s
step 44614, batch loss 0.625, 1.74 iters/s
step 44615, batch loss 0.965, 1.74 iters/s
step 44616, batch loss 0.925, 1.74 iters/s
step 44617, batch loss 1.006, 1.74 iters/s
step 44618, batch loss 1.36, 1.74 iters/s
step 44619, batch loss 1.007, 1.74 iters/s
step 44620, batch loss 0.651, 1.74 iters/s
step 44621, batch loss 1.098, 1.74 iters/s
step 44622, batch loss 1.732, 1.74 iters/s
step 44623, batch loss 0.86, 1.74 iters/s
step 44624, batch loss 0.891, 1.74 iters/s
step 44625, batch loss 1.049, 1.74 iters/s
step 44626, batch loss 0.493, 1.74 iters/s
step 44627, batch loss 1.293, 1.74 iters/s
step 44628, batch loss 1.85, 1.74 iters/s
step 44629, batch loss 0.554, 1.74 iters/s
step 44630, batch loss 0.981, 1.74 iters/s
step 44631, batch loss 1.217, 1.74 iters/s
step 44632, batch loss 1.156, 1.74 iters/s
step 44633, batch loss 0.613, 1.74 iters/s
step 44634, batch loss 0.67, 1.74 iters/s
step 44635, batch loss 0.966, 1.74 iters/s
step 44636, batch loss 1.313, 1.74 iters/s
step 44637, batch loss 1.563, 1.74 iters/s
step 44638, batch loss 0.772, 1.74 iters/s
step 44639, batch loss 0.793, 1.74 iters/s
step 44640, batch loss 1.177, 1.74 iters/s
step 44641, batch loss 0.902, 1.74 iters/s
step 44642, batch loss 0.962, 1.74 iters/s
step 44643, batch loss 0.881, 1.74 iters/s
step 44644, batch loss 1.895, 1.74 iters/s
step 44645, batch loss 0.983, 1.74 iters/s
step 44646, batch loss 1.095, 1.74 iters/s
step 44647, batch loss 0.371, 1.74 iters/s
step 44648, batch loss 0.616, 1.74 iters/s
step 44649, batch loss 1.733, 1.74 iters/s
step 44650, batch loss 1.124, 1.74 iters/s
step 44651, batch loss 1.265, 1.74 iters/s
step 44652, batch loss 0.789, 1.74 iters/s
step 44653, batch loss 0.795, 1.74 iters/s
step 44654, batch loss 0.457, 1.74 iters/s
step 44655, batch loss 0.571, 1.74 iters/s
step 44656, batch loss 0.995, 1.75 iters/s
step 44657, batch loss 1.146, 1.74 iters/s
step 44658, batch loss 1.195, 1.74 iters/s
step 44659, batch loss 0.854, 1.74 iters/s
step 44660, batch loss 1.24, 1.74 iters/s
step 44661, batch loss 1.631, 1.74 iters/s
step 44662, batch loss 0.55, 1.74 iters/s
step 44663, batch loss 1.15, 1.74 iters/s
step 44664, batch loss 0.811, 1.74 iters/s
step 44665, batch loss 1.64, 1.74 iters/s
step 44666, batch loss 0.598, 1.74 iters/s
step 44667, batch loss 1.437, 1.74 iters/s
step 44668, batch loss 1.017, 1.74 iters/s
step 44669, batch loss 0.741, 1.74 iters/s
step 44670, batch loss 0.641, 1.74 iters/s
step 44671, batch loss 1.125, 1.74 iters/s
step 44672, batch loss 0.606, 1.75 iters/s
step 44673, batch loss 1.538, 1.74 iters/s
step 44674, batch loss 1.003, 1.74 iters/s
step 44675, batch loss 0.618, 1.74 iters/s
step 44676, batch loss 1.182, 1.74 iters/s
step 44677, batch loss 0.538, 1.74 iters/s
step 44678, batch loss 1.813, 1.74 iters/s
step 44679, batch loss 1.12, 1.74 iters/s
step 44680, batch loss 1.355, 1.74 iters/s
step 44681, batch loss 0.956, 1.74 iters/s
step 44682, batch loss 0.737, 1.74 iters/s
step 44683, batch loss 1.07, 1.74 iters/s
step 44684, batch loss 0.969, 1.74 iters/s
step 44685, batch loss 1.131, 1.74 iters/s
step 44686, batch loss 1.244, 1.74 iters/s
step 44687, batch loss 1.032, 1.74 iters/s
step 44688, batch loss 0.414, 1.74 iters/s
step 44689, batch loss 1.049, 1.74 iters/s
step 44690, batch loss 1.237, 1.74 iters/s
step 44691, batch loss 0.891, 1.74 iters/s
step 44692, batch loss 1.256, 1.74 iters/s
step 44693, batch loss 0.951, 1.74 iters/s
step 44694, batch loss 0.837, 1.74 iters/s
step 44695, batch loss 1.157, 1.74 iters/s
step 44696, batch loss 0.578, 1.74 iters/s
step 44697, batch loss 1.238, 1.74 iters/s
step 44698, batch loss 1.149, 1.74 iters/s
step 44699, batch loss 0.948, 1.74 iters/s
step 44700, batch loss 1.23, 1.74 iters/s
step 44701, batch loss 0.729, 1.74 iters/s
step 44702, batch loss 0.742, 1.74 iters/s
step 44703, batch loss 1.572, 1.74 iters/s
step 44704, batch loss 0.796, 1.74 iters/s
step 44705, batch loss 1.608, 1.74 iters/s
step 44706, batch loss 1.559, 1.74 iters/s
step 44707, batch loss 1.518, 1.74 iters/s
step 44708, batch loss 1.577, 1.74 iters/s
step 44709, batch loss 1.836, 1.74 iters/s
step 44710, batch loss 1.059, 1.74 iters/s
step 44711, batch loss 1.81, 1.74 iters/s
step 44712, batch loss 0.941, 1.74 iters/s
step 44713, batch loss 1.092, 1.74 iters/s
step 44714, batch loss 1.092, 1.74 iters/s
step 44715, batch loss 1.282, 1.74 iters/s
step 44716, batch loss 0.611, 1.74 iters/s
step 44717, batch loss 1.161, 1.74 iters/s
step 44718, batch loss 1.701, 1.74 iters/s
step 44719, batch loss 1.244, 1.74 iters/s
step 44720, batch loss 1.287, 1.74 iters/s
step 44721, batch loss 1.05, 1.74 iters/s
step 44722, batch loss 0.939, 1.74 iters/s
step 44723, batch loss 1.363, 1.74 iters/s
step 44724, batch loss 1.523, 1.74 iters/s
step 44725, batch loss 1.267, 1.74 iters/s
step 44726, batch loss 1.237, 1.74 iters/s
step 44727, batch loss 0.729, 1.74 iters/s
step 44728, batch loss 0.971, 1.74 iters/s
step 44729, batch loss 1.304, 1.74 iters/s
step 44730, batch loss 0.807, 1.74 iters/s
step 44731, batch loss 0.409, 1.74 iters/s
step 44732, batch loss 0.657, 1.74 iters/s
step 44733, batch loss 1.642, 1.74 iters/s
step 44734, batch loss 0.413, 1.74 iters/s
step 44735, batch loss 0.771, 1.74 iters/s
step 44736, batch loss 0.421, 1.74 iters/s
step 44737, batch loss 0.737, 1.74 iters/s
step 44738, batch loss 1.267, 1.74 iters/s
step 44739, batch loss 0.643, 1.74 iters/s
step 44740, batch loss 1.51, 1.74 iters/s
step 44741, batch loss 0.74, 1.74 iters/s
step 44742, batch loss 1.173, 1.74 iters/s
step 44743, batch loss 0.544, 1.74 iters/s
step 44744, batch loss 0.935, 1.74 iters/s
step 44745, batch loss 0.331, 1.75 iters/s
step 44746, batch loss 1.104, 1.74 iters/s
step 44747, batch loss 1.678, 1.74 iters/s
step 44748, batch loss 1.387, 1.75 iters/s
step 44749, batch loss 0.829, 1.74 iters/s
step 44750, batch loss 1.943, 1.74 iters/s
step 44751, batch loss 0.193, 1.74 iters/s
step 44752, batch loss 0.491, 1.74 iters/s
step 44753, batch loss 0.773, 1.74 iters/s
step 44754, batch loss 1.117, 1.74 iters/s
step 44755, batch loss 1.033, 1.74 iters/s
step 44756, batch loss 1.851, 1.74 iters/s
step 44757, batch loss 0.48, 1.74 iters/s
step 44758, batch loss 1.299, 1.74 iters/s
step 44759, batch loss 0.962, 1.74 iters/s
step 44760, batch loss 1.087, 1.75 iters/s
step 44761, batch loss 0.769, 1.75 iters/s
step 44762, batch loss 1.053, 1.74 iters/s
step 44763, batch loss 0.743, 1.74 iters/s
step 44764, batch loss 0.628, 1.74 iters/s
step 44765, batch loss 1.412, 1.74 iters/s
step 44766, batch loss 0.451, 1.74 iters/s
step 44767, batch loss 0.708, 1.74 iters/s
step 44768, batch loss 0.824, 1.74 iters/s
step 44769, batch loss 1.748, 1.74 iters/s
step 44770, batch loss 1.468, 1.74 iters/s
step 44771, batch loss 1.918, 1.73 iters/s
step 44772, batch loss 0.333, 1.74 iters/s
step 44773, batch loss 1.065, 1.74 iters/s
step 44774, batch loss 0.791, 1.74 iters/s
step 44775, batch loss 0.571, 1.74 iters/s
step 44776, batch loss 1.024, 1.74 iters/s
step 44777, batch loss 0.563, 1.74 iters/s
step 44778, batch loss 1.95, 1.74 iters/s
step 44779, batch loss 0.879, 1.74 iters/s
step 44780, batch loss 0.512, 1.74 iters/s
step 44781, batch loss 0.206, 1.74 iters/s
step 44782, batch loss 1.224, 1.74 iters/s
step 44783, batch loss 1.931, 1.74 iters/s
step 44784, batch loss 1.575, 1.75 iters/s
step 44785, batch loss 1.084, 1.75 iters/s
step 44786, batch loss 1.686, 1.74 iters/s
step 44787, batch loss 0.784, 1.74 iters/s
step 44788, batch loss 0.387, 1.74 iters/s
step 44789, batch loss 1.263, 1.74 iters/s
step 44790, batch loss 0.55, 1.74 iters/s
step 44791, batch loss 1.474, 1.74 iters/s
step 44792, batch loss 1.545, 1.74 iters/s
step 44793, batch loss 1.241, 1.74 iters/s
step 44794, batch loss 1.048, 1.74 iters/s
step 44795, batch loss 1.15, 1.74 iters/s
step 44796, batch loss 1.161, 1.74 iters/s
step 44797, batch loss 1.323, 1.74 iters/s
step 44798, batch loss 0.693, 1.74 iters/s
step 44799, batch loss 0.58, 1.74 iters/s
step 44800, batch loss 1.119, 1.74 iters/s
step 44801, batch loss 1.703, 1.74 iters/s
step 44802, batch loss 1.133, 1.74 iters/s
step 44803, batch loss 1.442, 1.74 iters/s
step 44804, batch loss 0.98, 1.74 iters/s
step 44805, batch loss 0.705, 1.74 iters/s
step 44806, batch loss 1.899, 1.74 iters/s
step 44807, batch loss 0.928, 1.74 iters/s
step 44808, batch loss 1.071, 1.74 iters/s
step 44809, batch loss 1.812, 1.74 iters/s
step 44810, batch loss 0.895, 1.74 iters/s
step 44811, batch loss 1.027, 1.74 iters/s
step 44812, batch loss 1.135, 1.74 iters/s
step 44813, batch loss 1.013, 1.74 iters/s
step 44814, batch loss 0.586, 1.74 iters/s
step 44815, batch loss 1.266, 1.74 iters/s
step 44816, batch loss 2.222, 1.75 iters/s
step 44817, batch loss 0.42, 1.74 iters/s
step 44818, batch loss 1.018, 1.74 iters/s
step 44819, batch loss 0.938, 1.74 iters/s
step 44820, batch loss 0.47, 1.74 iters/s
step 44821, batch loss 1.818, 1.74 iters/s
step 44822, batch loss 1.26, 1.74 iters/s
step 44823, batch loss 1.362, 1.74 iters/s
step 44824, batch loss 0.815, 1.74 iters/s
step 44825, batch loss 1.145, 1.74 iters/s
step 44826, batch loss 0.891, 1.74 iters/s
step 44827, batch loss 1.006, 1.74 iters/s
step 44828, batch loss 0.839, 1.74 iters/s
step 44829, batch loss 1.029, 1.74 iters/s
step 44830, batch loss 0.549, 1.74 iters/s
step 44831, batch loss 1.443, 1.74 iters/s
step 44832, batch loss 0.644, 1.74 iters/s
step 44833, batch loss 0.865, 1.74 iters/s
step 44834, batch loss 1.328, 1.74 iters/s
step 44835, batch loss 1.085, 1.74 iters/s
step 44836, batch loss 0.753, 1.74 iters/s
step 44837, batch loss 0.748, 1.74 iters/s
step 44838, batch loss 0.803, 1.74 iters/s
step 44839, batch loss 0.998, 1.74 iters/s
step 44840, batch loss 0.976, 1.74 iters/s
step 44841, batch loss 1.048, 1.74 iters/s
step 44842, batch loss 0.73, 1.74 iters/s
step 44843, batch loss 0.827, 1.74 iters/s
step 44844, batch loss 0.539, 1.74 iters/s
step 44845, batch loss 0.768, 1.74 iters/s
step 44846, batch loss 0.299, 1.74 iters/s
step 44847, batch loss 0.655, 1.74 iters/s
step 44848, batch loss 1.234, 1.74 iters/s
step 44849, batch loss 0.632, 1.74 iters/s
step 44850, batch loss 1.827, 1.74 iters/s
step 44851, batch loss 0.708, 1.74 iters/s
step 44852, batch loss 1.265, 1.74 iters/s
step 44853, batch loss 0.808, 1.74 iters/s
step 44854, batch loss 1.15, 1.74 iters/s
step 44855, batch loss 0.771, 1.74 iters/s
step 44856, batch loss 0.651, 1.74 iters/s
step 44857, batch loss 1.834, 1.74 iters/s
step 44858, batch loss 1.309, 1.74 iters/s
step 44859, batch loss 0.72, 1.74 iters/s
step 44860, batch loss 0.529, 1.74 iters/s
step 44861, batch loss 0.988, 1.74 iters/s
step 44862, batch loss 1.28, 1.74 iters/s
step 44863, batch loss 1.088, 1.74 iters/s
step 44864, batch loss 2.02, 1.74 iters/s
step 44865, batch loss 0.697, 1.74 iters/s
step 44866, batch loss 1.272, 1.74 iters/s
step 44867, batch loss 1.021, 1.74 iters/s
step 44868, batch loss 1.273, 1.74 iters/s
step 44869, batch loss 0.578, 1.74 iters/s
step 44870, batch loss 1.169, 1.74 iters/s
step 44871, batch loss 1.434, 1.74 iters/s
step 44872, batch loss 1.017, 1.74 iters/s
step 44873, batch loss 0.776, 1.74 iters/s
step 44874, batch loss 0.523, 1.74 iters/s
step 44875, batch loss 0.719, 1.74 iters/s
step 44876, batch loss 0.188, 1.74 iters/s
step 44877, batch loss 1.407, 1.74 iters/s
step 44878, batch loss 1.403, 1.74 iters/s
step 44879, batch loss 0.734, 1.74 iters/s
step 44880, batch loss 0.727, 1.74 iters/s
step 44881, batch loss 0.836, 1.74 iters/s
step 44882, batch loss 0.577, 1.73 iters/s
step 44883, batch loss 1.262, 1.74 iters/s
step 44884, batch loss 0.533, 1.74 iters/s
step 44885, batch loss 0.847, 1.74 iters/s
step 44886, batch loss 0.642, 1.74 iters/s
step 44887, batch loss 1.566, 1.74 iters/s
step 44888, batch loss 0.363, 1.74 iters/s
step 44889, batch loss 0.262, 1.74 iters/s
step 44890, batch loss 1.338, 1.74 iters/s
step 44891, batch loss 0.897, 1.74 iters/s
step 44892, batch loss 1.057, 1.74 iters/s
step 44893, batch loss 0.597, 1.74 iters/s
step 44894, batch loss 0.447, 1.74 iters/s
step 44895, batch loss 0.443, 1.74 iters/s
step 44896, batch loss 1.492, 1.74 iters/s
step 44897, batch loss 0.652, 1.74 iters/s
step 44898, batch loss 1.255, 1.74 iters/s
step 44899, batch loss 0.975, 1.74 iters/s
step 44900, batch loss 1.362, 1.74 iters/s
step 44901, batch loss 1.265, 1.74 iters/s
step 44902, batch loss 1.67, 1.74 iters/s
step 44903, batch loss 1.876, 1.75 iters/s
step 44904, batch loss 1.652, 1.74 iters/s
step 44905, batch loss 0.471, 1.74 iters/s
step 44906, batch loss 0.676, 1.74 iters/s
step 44907, batch loss 1.138, 1.74 iters/s
step 44908, batch loss 0.336, 1.74 iters/s
step 44909, batch loss 1.316, 1.74 iters/s
step 44910, batch loss 1.295, 1.74 iters/s
step 44911, batch loss 0.476, 1.74 iters/s
step 44912, batch loss 1.008, 1.74 iters/s
step 44913, batch loss 0.964, 1.74 iters/s
step 44914, batch loss 0.248, 1.74 iters/s
step 44915, batch loss 1.373, 1.74 iters/s
step 44916, batch loss 1.042, 1.74 iters/s
step 44917, batch loss 1.707, 1.74 iters/s
step 44918, batch loss 1.103, 1.74 iters/s
step 44919, batch loss 1.398, 1.74 iters/s
step 44920, batch loss 1.174, 1.74 iters/s
step 44921, batch loss 0.538, 1.74 iters/s
step 44922, batch loss 0.389, 1.74 iters/s
step 44923, batch loss 1.354, 1.74 iters/s
step 44924, batch loss 0.854, 1.74 iters/s
step 44925, batch loss 0.784, 1.74 iters/s
step 44926, batch loss 1.791, 1.74 iters/s
step 44927, batch loss 1.116, 1.74 iters/s
step 44928, batch loss 0.927, 1.74 iters/s
step 44929, batch loss 0.608, 1.73 iters/s
step 44930, batch loss 0.951, 1.74 iters/s
step 44931, batch loss 1.001, 1.74 iters/s
step 44932, batch loss 0.562, 1.74 iters/s
step 44933, batch loss 0.889, 1.74 iters/s
step 44934, batch loss 0.798, 1.74 iters/s
step 44935, batch loss 0.716, 1.74 iters/s
step 44936, batch loss 0.534, 1.74 iters/s
step 44937, batch loss 0.861, 1.74 iters/s
step 44938, batch loss 0.512, 1.74 iters/s
step 44939, batch loss 0.808, 1.74 iters/s
step 44940, batch loss 1.064, 1.74 iters/s
step 44941, batch loss 0.846, 1.74 iters/s
step 44942, batch loss 0.488, 1.74 iters/s
step 44943, batch loss 1.407, 1.74 iters/s
step 44944, batch loss 0.616, 1.74 iters/s
step 44945, batch loss 1.887, 1.74 iters/s
step 44946, batch loss 0.542, 1.74 iters/s
step 44947, batch loss 1.164, 1.74 iters/s
step 44948, batch loss 0.703, 1.74 iters/s
step 44949, batch loss 0.776, 1.74 iters/s
step 44950, batch loss 0.928, 1.74 iters/s
step 44951, batch loss 0.525, 1.74 iters/s
step 44952, batch loss 1.07, 1.74 iters/s
step 44953, batch loss 0.667, 1.74 iters/s
step 44954, batch loss 0.262, 1.74 iters/s
step 44955, batch loss 0.624, 1.74 iters/s
step 44956, batch loss 1.005, 1.74 iters/s
step 44957, batch loss 1.684, 1.74 iters/s
step 44958, batch loss 1.627, 1.74 iters/s
step 44959, batch loss 0.562, 1.74 iters/s
step 44960, batch loss 0.956, 1.74 iters/s
step 44961, batch loss 0.844, 1.74 iters/s
step 44962, batch loss 1.142, 1.74 iters/s
step 44963, batch loss 1.253, 1.74 iters/s
step 44964, batch loss 0.377, 1.74 iters/s
step 44965, batch loss 1.891, 1.74 iters/s
step 44966, batch loss 0.527, 1.74 iters/s
step 44967, batch loss 1.164, 1.74 iters/s
step 44968, batch loss 1.21, 1.74 iters/s
step 44969, batch loss 0.87, 1.74 iters/s
step 44970, batch loss 1.663, 1.74 iters/s
step 44971, batch loss 0.722, 1.74 iters/s
step 44972, batch loss 0.617, 1.74 iters/s
step 44973, batch loss 0.877, 1.74 iters/s
step 44974, batch loss 0.713, 1.74 iters/s
step 44975, batch loss 0.995, 1.74 iters/s
step 44976, batch loss 0.871, 1.74 iters/s
step 44977, batch loss 0.629, 1.74 iters/s
step 44978, batch loss 1.734, 1.74 iters/s
step 44979, batch loss 1.215, 1.74 iters/s
step 44980, batch loss 0.644, 1.74 iters/s
step 44981, batch loss 0.91, 1.74 iters/s
step 44982, batch loss 1.791, 1.74 iters/s
step 44983, batch loss 0.636, 1.74 iters/s
step 44984, batch loss 1.732, 1.74 iters/s
step 44985, batch loss 1.099, 1.74 iters/s
step 44986, batch loss 1.651, 1.74 iters/s
step 44987, batch loss 1.01, 1.74 iters/s
step 44988, batch loss 0.961, 1.74 iters/s
step 44989, batch loss 1.523, 1.74 iters/s
step 44990, batch loss 1.175, 1.74 iters/s
step 44991, batch loss 0.982, 1.74 iters/s
step 44992, batch loss 1.146, 1.74 iters/s
step 44993, batch loss 0.846, 1.74 iters/s
step 44994, batch loss 1.354, 1.74 iters/s
step 44995, batch loss 1.23, 1.74 iters/s
step 44996, batch loss 1.279, 1.74 iters/s
step 44997, batch loss 1.108, 1.74 iters/s
step 44998, batch loss 0.365, 1.74 iters/s
step 44999, batch loss 2.146, 1.74 iters/s
step 45000, batch loss 1.453, 1.74 iters/s
step 45001, batch loss 0.61, 1.74 iters/s
step 45002, batch loss 1.089, 1.74 iters/s
step 45003, batch loss 1.631, 1.74 iters/s
step 45004, batch loss 0.855, 1.74 iters/s
step 45005, batch loss 0.886, 1.74 iters/s
step 45006, batch loss 0.453, 1.74 iters/s
step 45007, batch loss 0.714, 1.74 iters/s
step 45008, batch loss 0.317, 1.74 iters/s
step 45009, batch loss 0.465, 1.74 iters/s
step 45010, batch loss 1.526, 1.74 iters/s
step 45011, batch loss 0.44, 1.74 iters/s
step 45012, batch loss 1.519, 1.74 iters/s
step 45013, batch loss 0.387, 1.74 iters/s
step 45014, batch loss 1.708, 1.74 iters/s
step 45015, batch loss 0.917, 1.74 iters/s
